2,2016-01-01,1212,2016-01-03,2016-01-04,4,20,Electra Townie Original 7D EQ - Women's - 2016,Huntington Station,NY,11746,JaquelineCummings,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.07,1,599.99
2,2016-01-01,1212,2016-01-03,2016-01-04,4,20,Electra Townie Original 7D EQ - Women's - 2016,Huntington Station,NY,11746,JaquelineCummings,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.07,1,599.99
2,2016-01-01,1212,2016-01-03,2016-01-04,4,16,Electra Townie Original 7D EQ - 2016,Huntington Station,NY,11746,JaquelineCummings,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.05,2,1199.98
2,2016-01-01,1212,2016-01-03,2016-01-04,4,16,Electra Townie Original 7D EQ - 2016,Huntington Station,NY,11746,JaquelineCummings,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.05,2,1199.98
2,2016-01-01,1212,2016-01-03,2016-01-04,4,16,Electra Townie Original 7D EQ - 2016,Huntington Station,NY,11746,JaquelineCummings,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.05,2,1199.98
3,2016-01-02,523,2016-01-03,2016-01-05,4,3,Surly Wednesday Frameset - 2016,Patchogue,NY,11772,JoshuaRobertson,Mountain Bikes,Baldwin Bikes,JannetteDavid,999.99,0.05,1,999.99
3,2016-01-02,523,2016-01-03,2016-01-05,4,3,Surly Wednesday Frameset - 2016,Patchogue,NY,11772,JoshuaRobertson,Mountain Bikes,Baldwin Bikes,MarceleneBoyer,999.99,0.05,1,999.99
3,2016-01-02,523,2016-01-03,2016-01-05,4,3,Surly Wednesday Frameset - 2016,Patchogue,NY,11772,JoshuaRobertson,Mountain Bikes,Baldwin Bikes,VenitaDaniel,999.99,0.05,1,999.99
3,2016-01-02,523,2016-01-03,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Patchogue,NY,11772,JoshuaRobertson,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.05,1,599.99
3,2016-01-02,523,2016-01-03,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Patchogue,NY,11772,JoshuaRobertson,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.05,1,599.99
3,2016-01-02,523,2016-01-03,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Patchogue,NY,11772,JoshuaRobertson,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.05,1,599.99
4,2016-01-03,175,2016-01-05,2016-01-04,4,2,Ritchey Timberwolf Frameset - 2016,Duarte,CA,91010,NovaHess,Mountain Bikes,Santa Cruz Bikes,FabiolaJackson,749.99,0.10,2,1499.98
4,2016-01-03,175,2016-01-05,2016-01-04,4,2,Ritchey Timberwolf Frameset - 2016,Duarte,CA,91010,NovaHess,Mountain Bikes,Santa Cruz Bikes,MireyaCopeland,749.99,0.10,2,1499.98
4,2016-01-03,175,2016-01-05,2016-01-04,4,2,Ritchey Timberwolf Frameset - 2016,Duarte,CA,91010,NovaHess,Mountain Bikes,Santa Cruz Bikes,GennaSerrano,749.99,0.10,2,1499.98
4,2016-01-03,175,2016-01-05,2016-01-04,4,2,Ritchey Timberwolf Frameset - 2016,Duarte,CA,91010,NovaHess,Mountain Bikes,Santa Cruz Bikes,VirgieWiggins,749.99,0.10,2,1499.98
5,2016-01-03,1324,2016-01-06,2016-01-06,4,10,Surly Straggler - 2016,Utica,NY,13501,ArlaEllis,Cyclocross Bicycles,Baldwin Bikes,JannetteDavid,1549.00,0.05,2,3098.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,10,Surly Straggler - 2016,Utica,NY,13501,ArlaEllis,Cyclocross Bicycles,Baldwin Bikes,MarceleneBoyer,1549.00,0.05,2,3098.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,10,Surly Straggler - 2016,Utica,NY,13501,ArlaEllis,Cyclocross Bicycles,Baldwin Bikes,VenitaDaniel,1549.00,0.05,2,3098.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,17,Pure Cycles Vine 8-Speed - 2016,Utica,NY,13501,ArlaEllis,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,429.00,0.07,1,429.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,17,Pure Cycles Vine 8-Speed - 2016,Utica,NY,13501,ArlaEllis,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,429.00,0.07,1,429.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,17,Pure Cycles Vine 8-Speed - 2016,Utica,NY,13501,ArlaEllis,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,429.00,0.07,1,429.00
5,2016-01-03,1324,2016-01-06,2016-01-06,4,26,Electra Townie Original 7D EQ - 2016,Utica,NY,13501,ArlaEllis,Comfort Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.07,1,599.99
5,2016-01-03,1324,2016-01-06,2016-01-06,4,26,Electra Townie Original 7D EQ - 2016,Utica,NY,13501,ArlaEllis,Comfort Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.07,1,599.99
5,2016-01-03,1324,2016-01-06,2016-01-06,4,26,Electra Townie Original 7D EQ - 2016,Utica,NY,13501,ArlaEllis,Comfort Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.07,1,599.99
6,2016-01-04,94,2016-01-05,2016-01-07,4,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,449.00,0.07,1,449.00
6,2016-01-04,94,2016-01-05,2016-01-07,4,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,449.00,0.07,1,449.00
6,2016-01-04,94,2016-01-05,2016-01-07,4,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,449.00,0.07,1,449.00
6,2016-01-04,94,2016-01-05,2016-01-07,4,12,Electra Townie Original 21D - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,549.99,0.05,2,1099.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,12,Electra Townie Original 21D - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,549.99,0.05,2,1099.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,12,Electra Townie Original 21D - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,549.99,0.05,2,1099.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.10,1,599.99
6,2016-01-04,94,2016-01-05,2016-01-07,4,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.10,1,599.99
6,2016-01-04,94,2016-01-05,2016-01-07,4,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwinsville,NY,13027,SharynHopkins,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.10,1,599.99
6,2016-01-04,94,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Baldwinsville,NY,13027,SharynHopkins,Mountain Bikes,Baldwin Bikes,JannetteDavid,999.99,0.07,2,1999.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Baldwinsville,NY,13027,SharynHopkins,Mountain Bikes,Baldwin Bikes,MarceleneBoyer,999.99,0.07,2,1999.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Baldwinsville,NY,13027,SharynHopkins,Mountain Bikes,Baldwin Bikes,VenitaDaniel,999.99,0.07,2,1999.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,9,Trek Conduit+ - 2016,Baldwinsville,NY,13027,SharynHopkins,Electric Bikes,Baldwin Bikes,JannetteDavid,2999.99,0.07,2,5999.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,9,Trek Conduit+ - 2016,Baldwinsville,NY,13027,SharynHopkins,Electric Bikes,Baldwin Bikes,MarceleneBoyer,2999.99,0.07,2,5999.98
6,2016-01-04,94,2016-01-05,2016-01-07,4,9,Trek Conduit+ - 2016,Baldwinsville,NY,13027,SharynHopkins,Electric Bikes,Baldwin Bikes,VenitaDaniel,2999.99,0.07,2,5999.98
7,2016-01-04,324,2016-01-05,2016-01-07,4,15,Electra Moto 1 - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,529.99,0.07,1,529.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,15,Electra Moto 1 - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,529.99,0.07,1,529.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,15,Electra Moto 1 - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,529.99,0.07,1,529.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Bellmore,NY,11710,LaureenPaul,Mountain Bikes,Baldwin Bikes,JannetteDavid,999.99,0.10,1,999.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Bellmore,NY,11710,LaureenPaul,Mountain Bikes,Baldwin Bikes,MarceleneBoyer,999.99,0.10,1,999.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,3,Surly Wednesday Frameset - 2016,Bellmore,NY,11710,LaureenPaul,Mountain Bikes,Baldwin Bikes,VenitaDaniel,999.99,0.10,1,999.99
7,2016-01-04,324,2016-01-05,2016-01-07,4,17,Pure Cycles Vine 8-Speed - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,429.00,0.10,2,858.00
7,2016-01-04,324,2016-01-05,2016-01-07,4,17,Pure Cycles Vine 8-Speed - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,429.00,0.10,2,858.00
7,2016-01-04,324,2016-01-05,2016-01-07,4,17,Pure Cycles Vine 8-Speed - 2016,Bellmore,NY,11710,LaureenPaul,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,429.00,0.10,2,858.00
8,2016-01-04,1204,2016-01-05,2016-01-05,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Saratoga Springs,NY,12866,LeslieHiggins,Children Bicycles,Baldwin Bikes,JannetteDavid,269.99,0.05,1,269.99
8,2016-01-04,1204,2016-01-05,2016-01-05,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Saratoga Springs,NY,12866,LeslieHiggins,Children Bicycles,Baldwin Bikes,MarceleneBoyer,269.99,0.05,1,269.99
8,2016-01-04,1204,2016-01-05,2016-01-05,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Saratoga Springs,NY,12866,LeslieHiggins,Children Bicycles,Baldwin Bikes,VenitaDaniel,269.99,0.05,1,269.99
8,2016-01-04,1204,2016-01-05,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Saratoga Springs,NY,12866,LeslieHiggins,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.07,2,1199.98
8,2016-01-04,1204,2016-01-05,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Saratoga Springs,NY,12866,LeslieHiggins,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.07,2,1199.98
8,2016-01-04,1204,2016-01-05,2016-01-05,4,20,Electra Townie Original 7D EQ - Women's - 2016,Saratoga Springs,NY,12866,LeslieHiggins,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.07,2,1199.98
9,2016-01-05,60,2016-01-08,2016-01-08,4,7,Trek Slash 8 27.5 - 2016,San Carlos,CA,94070,NeilMccall,Mountain Bikes,Santa Cruz Bikes,FabiolaJackson,3999.99,0.10,2,7999.98
9,2016-01-05,60,2016-01-08,2016-01-08,4,7,Trek Slash 8 27.5 - 2016,San Carlos,CA,94070,NeilMccall,Mountain Bikes,Santa Cruz Bikes,MireyaCopeland,3999.99,0.10,2,7999.98
9,2016-01-05,60,2016-01-08,2016-01-08,4,7,Trek Slash 8 27.5 - 2016,San Carlos,CA,94070,NeilMccall,Mountain Bikes,Santa Cruz Bikes,GennaSerrano,3999.99,0.10,2,7999.98
9,2016-01-05,60,2016-01-08,2016-01-08,4,7,Trek Slash 8 27.5 - 2016,San Carlos,CA,94070,NeilMccall,Mountain Bikes,Santa Cruz Bikes,VirgieWiggins,3999.99,0.10,2,7999.98
10,2016-01-05,442,2016-01-06,2016-01-06,4,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Yonkers,NY,10701,AlaneMunoz,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,269.99,0.10,1,269.99
10,2016-01-05,442,2016-01-06,2016-01-06,4,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Yonkers,NY,10701,AlaneMunoz,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,269.99,0.10,1,269.99
10,2016-01-05,442,2016-01-06,2016-01-06,4,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Yonkers,NY,10701,AlaneMunoz,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,269.99,0.10,1,269.99
11,2016-01-05,1326,2016-01-07,2016-01-08,4,8,Trek Remedy 29 Carbon Frameset - 2016,Auburn,NY,13021,TarraGuerrero,Mountain Bikes,Baldwin Bikes,JannetteDavid,1799.99,0.05,1,1799.99
11,2016-01-05,1326,2016-01-07,2016-01-08,4,8,Trek Remedy 29 Carbon Frameset - 2016,Auburn,NY,13021,TarraGuerrero,Mountain Bikes,Baldwin Bikes,MarceleneBoyer,1799.99,0.05,1,1799.99
11,2016-01-05,1326,2016-01-07,2016-01-08,4,8,Trek Remedy 29 Carbon Frameset - 2016,Auburn,NY,13021,TarraGuerrero,Mountain Bikes,Baldwin Bikes,VenitaDaniel,1799.99,0.05,1,1799.99
11,2016-01-05,1326,2016-01-07,2016-01-08,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Auburn,NY,13021,TarraGuerrero,Children Bicycles,Baldwin Bikes,JannetteDavid,269.99,0.10,2,539.98
11,2016-01-05,1326,2016-01-07,2016-01-08,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Auburn,NY,13021,TarraGuerrero,Children Bicycles,Baldwin Bikes,MarceleneBoyer,269.99,0.10,2,539.98
11,2016-01-05,1326,2016-01-07,2016-01-08,4,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Auburn,NY,13021,TarraGuerrero,Children Bicycles,Baldwin Bikes,VenitaDaniel,269.99,0.10,2,539.98
11,2016-01-05,1326,2016-01-07,2016-01-08,4,16,Electra Townie Original 7D EQ - 2016,Auburn,NY,13021,TarraGuerrero,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.20,2,1199.98
11,2016-01-05,1326,2016-01-07,2016-01-08,4,16,Electra Townie Original 7D EQ - 2016,Auburn,NY,13021,TarraGuerrero,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.20,2,1199.98
11,2016-01-05,1326,2016-01-07,2016-01-08,4,16,Electra Townie Original 7D EQ - 2016,Auburn,NY,13021,TarraGuerrero,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.20,2,1199.98
12,2016-01-06,91,2016-01-09,2016-01-08,4,4,Trek Fuel EX 8 29 - 2016,San Diego,CA,92111,MarvinMullins,Mountain Bikes,Santa Cruz Bikes,FabiolaJackson,2899.99,0.10,2,5799.98
12,2016-01-06,91,2016-01-09,2016-01-08,4,4,Trek Fuel EX 8 29 - 2016,San Diego,CA,92111,MarvinMullins,Mountain Bikes,Santa Cruz Bikes,MireyaCopeland,2899.99,0.10,2,5799.98
12,2016-01-06,91,2016-01-09,2016-01-08,4,4,Trek Fuel EX 8 29 - 2016,San Diego,CA,92111,MarvinMullins,Mountain Bikes,Santa Cruz Bikes,GennaSerrano,2899.99,0.10,2,5799.98
12,2016-01-06,91,2016-01-09,2016-01-08,4,4,Trek Fuel EX 8 29 - 2016,San Diego,CA,92111,MarvinMullins,Mountain Bikes,Santa Cruz Bikes,VirgieWiggins,2899.99,0.10,2,5799.98
12,2016-01-06,91,2016-01-09,2016-01-08,4,11,Surly Straggler 650b - 2016,San Diego,CA,92111,MarvinMullins,Cyclocross Bicycles,Santa Cruz Bikes,FabiolaJackson,1680.99,0.05,1,1680.99
12,2016-01-06,91,2016-01-09,2016-01-08,4,11,Surly Straggler 650b - 2016,San Diego,CA,92111,MarvinMullins,Cyclocross Bicycles,Santa Cruz Bikes,MireyaCopeland,1680.99,0.05,1,1680.99
12,2016-01-06,91,2016-01-09,2016-01-08,4,11,Surly Straggler 650b - 2016,San Diego,CA,92111,MarvinMullins,Cyclocross Bicycles,Santa Cruz Bikes,GennaSerrano,1680.99,0.05,1,1680.99
12,2016-01-06,91,2016-01-09,2016-01-08,4,11,Surly Straggler 650b - 2016,San Diego,CA,92111,MarvinMullins,Cyclocross Bicycles,Santa Cruz Bikes,VirgieWiggins,1680.99,0.05,1,1680.99
13,2016-01-08,873,2016-01-11,2016-01-11,4,13,Electra Cruiser 1 (24-Inch) - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,269.99,0.10,1,269.99
13,2016-01-08,873,2016-01-11,2016-01-11,4,13,Electra Cruiser 1 (24-Inch) - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,269.99,0.10,1,269.99
13,2016-01-08,873,2016-01-11,2016-01-11,4,13,Electra Cruiser 1 (24-Inch) - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,269.99,0.10,1,269.99
13,2016-01-08,873,2016-01-11,2016-01-11,4,17,Pure Cycles Vine 8-Speed - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,429.00,0.05,2,858.00
13,2016-01-08,873,2016-01-11,2016-01-11,4,17,Pure Cycles Vine 8-Speed - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,429.00,0.05,2,858.00
13,2016-01-08,873,2016-01-11,2016-01-11,4,17,Pure Cycles Vine 8-Speed - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,429.00,0.05,2,858.00
13,2016-01-08,873,2016-01-11,2016-01-11,4,20,Electra Townie Original 7D EQ - Women's - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.10,2,1199.98
13,2016-01-08,873,2016-01-11,2016-01-11,4,20,Electra Townie Original 7D EQ - Women's - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.10,2,1199.98
13,2016-01-08,873,2016-01-11,2016-01-11,4,20,Electra Townie Original 7D EQ - Women's - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.10,2,1199.98
13,2016-01-08,873,2016-01-11,2016-01-11,4,16,Electra Townie Original 7D EQ - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,599.99,0.05,2,1199.98
13,2016-01-08,873,2016-01-11,2016-01-11,4,16,Electra Townie Original 7D EQ - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,599.99,0.05,2,1199.98
13,2016-01-08,873,2016-01-11,2016-01-11,4,16,Electra Townie Original 7D EQ - 2016,Niagara Falls,NY,14304,PatienceClayton,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,599.99,0.05,2,1199.98
14,2016-01-09,258,2016-01-12,2016-01-11,4,6,Surly Ice Cream Truck Frameset - 2016,Torrance,CA,90505,MaribelWilliam,Mountain Bikes,Santa Cruz Bikes,FabiolaJackson,469.99,0.07,1,469.99
14,2016-01-09,258,2016-01-12,2016-01-11,4,6,Surly Ice Cream Truck Frameset - 2016,Torrance,CA,90505,MaribelWilliam,Mountain Bikes,Santa Cruz Bikes,MireyaCopeland,469.99,0.07,1,469.99
14,2016-01-09,258,2016-01-12,2016-01-11,4,6,Surly Ice Cream Truck Frameset - 2016,Torrance,CA,90505,MaribelWilliam,Mountain Bikes,Santa Cruz Bikes,GennaSerrano,469.99,0.07,1,469.99
14,2016-01-09,258,2016-01-12,2016-01-11,4,6,Surly Ice Cream Truck Frameset - 2016,Torrance,CA,90505,MaribelWilliam,Mountain Bikes,Santa Cruz Bikes,VirgieWiggins,469.99,0.07,1,469.99
15,2016-01-09,450,2016-01-12,2016-01-10,4,12,Electra Townie Original 21D - 2016,Carmel,NY,10512,EllsworthMichael,Cruisers Bicycles,Baldwin Bikes,JannetteDavid,549.99,0.07,2,1099.98
15,2016-01-09,450,2016-01-12,2016-01-10,4,12,Electra Townie Original 21D - 2016,Carmel,NY,10512,EllsworthMichael,Cruisers Bicycles,Baldwin Bikes,MarceleneBoyer,549.99,0.07,2,1099.98
15,2016-01-09,450,2016-01-12,2016-01-10,4,12,Electra Townie Original 21D - 2016,Carmel,NY,10512,EllsworthMichael,Cruisers Bicycles,Baldwin Bikes,VenitaDaniel,549.99,0.07,2,1099.98
15,2016-01-09,450,2016-01-12,2016-01-10,4,8,Trek Remedy 29 Carbon Frameset - 2016,Carmel,NY,10512,EllsworthMichael,Mountain Bikes,Baldwin Bikes,JannetteDavid,1799.99,0.07,1,1799.99
15,2016-01-09,450,2016-01-12,2016-01-10,4,8,Trek Remedy 29 Carbon Frameset - 2016,Carmel,NY,10512,EllsworthMichael,Mountain Bikes,Baldwin Bikes,MarceleneBoyer,1799.99,0.07,1,1799.99
15,2016-01-09,450,2016-01-12,2016-01-10,4,8,Trek Remedy 29 Carbon Frameset - 2016,Carmel,NY,10512,EllsworthMichael,Mountain Bikes,Baldwin Bikes,VenitaDaniel,1799.99,0.07,1,1799.99
